index,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Full_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Open_Porch_SF,Enclosed_Porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,y
1092,Two_Story_1946_and_Newer,Residential_Low_Density,93,10261,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,Two_Story,Above_Average,Average,2000,2000,Gable,Typical,Typical,PConc,Good,Typical,No,936,936,GasA,Excellent,Y,SBrkr,962,830,1792,1,2,3,1,Typical,8,Typ,1,Typical,Attchd,2,451,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,5,2008,WD ,Normal,C
1774,Two_Story_1946_and_Newer,Residential_Low_Density,82,9044,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,Two_Story,Very_Good,Average,1996,1997,Gable,Good,Good,PConc,Good,Typical,No,100,1325,GasA,Excellent,Y,SBrkr,1335,1203,2538,0,2,4,1,Good,8,Typ,1,Typical,Attchd,3,933,Typical,Typical,Paved,92,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,A
2115,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,0,159000,Pave,No_Alley_Access,Moderately_Irregular,Low,AllPub,OneFam,One_and_Half_Fin,Above_Average,Good,1958,2006,Gable,Good,Typical,CBlock,Good,Typical,Gd,747,1444,GasA,Good,Y,SBrkr,1444,700,2144,0,2,4,1,Good,7,Typ,2,Typical,Attchd,2,389,Typical,Typical,Paved,98,0,0,0,No_Pool,No_Fence,Shed,500,6,2007,WD ,Normal,B
1851,Two_Story_1946_and_Newer,Floating_Village_Residential,0,8010,Pave,Paved,Slightly_Irregular,Lvl,AllPub,OneFam,Two_Story,Very_Good,Average,2003,2004,Hip,Good,Typical,PConc,Excellent,Typical,No,90,1054,GasA,Excellent,Y,SBrkr,1072,976,2048,1,2,3,1,Good,8,Typ,2,Good,Detchd,2,552,Typical,Typical,Paved,48,0,180,0,No_Pool,No_Fence,None,0,8,2007,WD ,Normal,A
1719,One_Story_PUD_1946_and_Newer,Residential_Low_Density,34,4590,Pave,No_Alley_Access,Regular,Lvl,AllPub,Twnhs,One_Story,Very_Good,Average,2006,2006,Gable,Good,Typical,PConc,Good,Good,Mn,1530,1554,GasA,Excellent,Y,SBrkr,1554,0,1554,0,2,2,1,Good,6,Typ,1,Good,Attchd,2,627,Typical,Typical,Paved,73,0,0,0,No_Pool,No_Fence,None,0,8,2007,WD ,Normal,B
2624,Duplex_All_Styles_and_Ages,Residential_Low_Density,60,8544,Pave,No_Alley_Access,Regular,Lvl,AllPub,Duplex,One_Story,Fair,Below_Average,1950,1950,Gable,Typical,Typical,Slab,No_Basement,No_Basement,No_Basement,0,0,Wall,Fair,N,FuseF,1040,0,1040,0,2,2,2,Typical,6,Typ,0,No_Fireplace,Detchd,2,400,Typical,Fair,Paved,0,0,0,0,No_Pool,No_Fence,None,0,12,2006,WD ,Normal,E
2317,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,50,14859,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,OneFam,One_Story,Good,Average,2006,2006,Hip,Good,Typical,PConc,Good,Typical,No,1670,1670,GasA,Excellent,Y,SBrkr,1670,0,1670,0,2,3,1,Good,7,Typ,1,Good,Attchd,3,690,Typical,Typical,Paved,60,0,0,0,No_Pool,No_Fence,None,0,8,2006,New,Partial,B
1746,Split_or_Multilevel,Residential_Low_Density,65,16219,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,OneFam,SLvl,Good,Average,2004,2005,Gable,Good,Typical,PConc,Good,Typical,Gd,56,835,GasA,Excellent,Y,SBrkr,1119,0,1119,1,2,2,1,Good,5,Typ,0,No_Fireplace,Attchd,2,437,Typical,Typical,Paved,24,0,0,0,No_Pool,No_Fence,None,0,4,2007,WD ,Normal,C
1810,Two_Story_1946_and_Newer,Residential_Low_Density,70,8462,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,Two_Story,Above_Average,Average,1994,1994,Gable,Good,Good,PConc,Good,Good,No,114,928,GasA,Excellent,Y,SBrkr,936,785,1721,0,2,3,1,Good,7,Typ,0,No_Fireplace,Attchd,2,471,Typical,Typical,Paved,87,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,B
1532,Two_Story_1945_and_Older,Residential_Low_Density,74,11988,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,OneFam,Two_Story,Above_Average,Good,1934,1995,Hip,Typical,Typical,CBlock,Typical,Typical,No,389,715,GasA,Fair,Y,FuseA,849,811,1660,0,1,3,1,Typical,6,Typ,1,Good,Detchd,1,240,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,8,2008,WD ,Normal,C
1814,One_Story_PUD_1946_and_Newer,Residential_Low_Density,50,8012,Pave,No_Alley_Access,Regular,Lvl,AllPub,TwnhsE,One_Story,Above_Average,Average,1992,1992,Gable,Good,Typical,PConc,Good,Typical,No,1145,1575,GasA,Good,Y,SBrkr,1575,0,1575,1,2,2,1,Good,5,Typ,0,No_Fireplace,Attchd,2,529,Typical,Typical,Paved,0,52,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,C
4,Two_Story_1946_and_Newer,Residential_Low_Density,74,13830,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,Two_Story,Average,Average,1997,1998,Gable,Typical,Typical,PConc,Good,Typical,No,137,928,GasA,Good,Y,SBrkr,928,701,1629,0,2,3,1,Typical,6,Typ,1,Typical,Attchd,2,482,Typical,Typical,Paved,34,0,0,0,No_Pool,Minimum_Privacy,None,0,3,2010,WD ,Normal,C
993,Two_Story_1946_and_Newer,Residential_Low_Density,65,8139,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,Two_Story,Above_Average,Average,1995,1996,Gable,Typical,Typical,PConc,Good,Typical,No,204,680,GasA,Good,Y,SBrkr,680,790,1470,0,2,3,1,Typical,7,Typ,1,Typical,BuiltIn,2,420,Typical,Typical,Paved,49,0,0,0,No_Pool,No_Fence,None,0,10,2008,WD ,Normal,C
2268,Split_or_Multilevel,Residential_Low_Density,73,9590,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,SLvl,Good,Average,2003,2003,Gable,Good,Typical,PConc,Excellent,Typical,Av,82,868,GasA,Excellent,Y,SBrkr,1146,0,1146,1,2,3,1,Good,6,Typ,1,Good,Attchd,2,438,Typical,Typical,Paved,22,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,C
1916,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,73,8760,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Above_Average,Good,1957,1999,Gable,Typical,Typical,CBlock,Typical,Typical,No,63,936,GasA,Typical,Y,SBrkr,936,0,936,1,1,2,1,Good,4,Typ,0,No_Fireplace,Attchd,1,315,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,9,2007,WD ,Normal,D
2902,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,88,11577,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Excellent,Average,2005,2006,Hip,Excellent,Typical,PConc,Good,Typical,Gd,383,1838,GasA,Excellent,Y,SBrkr,1838,0,1838,1,2,3,1,Excellent,9,Typ,1,Good,Attchd,3,682,Typical,Typical,Paved,225,0,0,0,No_Pool,No_Fence,None,0,9,2006,New,Partial,A
2474,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,63,13072,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Above_Average,Average,2004,2004,Gable,Typical,Typical,PConc,Good,Typical,No,217,1158,GasA,Excellent,Y,SBrkr,1158,0,1158,1,1,3,1,Good,5,Typ,0,No_Fireplace,Detchd,2,576,Typical,Typical,Paved,50,0,0,0,No_Pool,No_Fence,None,0,5,2006,New,Partial,D
12,Two_Story_1946_and_Newer,Residential_Low_Density,63,8402,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,Two_Story,Above_Average,Average,1998,1998,Gable,Typical,Typical,PConc,Good,Typical,No,789,789,GasA,Good,Y,SBrkr,789,676,1465,0,2,3,1,Typical,7,Typ,1,Good,Attchd,2,393,Typical,Typical,Paved,75,0,0,0,No_Pool,No_Fence,None,0,5,2010,WD ,Normal,C
1606,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,6600,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Average,Above_Average,1982,2005,Gable,Typical,Typical,CBlock,Typical,Typical,No,207,845,GasA,Good,Y,SBrkr,845,0,845,0,1,3,1,Good,6,Typ,0,No_Fireplace,Attchd,1,264,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,D
88,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,6897,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,One_Story,Average,Very_Good,1962,2010,Gable,Typical,Good,CBlock,Typical,Typical,No,381,1040,GasA,Excellent,Y,SBrkr,1040,0,1040,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Detchd,1,260,Typical,Typical,Paved,104,0,0,0,No_Pool,No_Fence,None,0,4,2010,WD ,Normal,D
1783,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,9965,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Good,Average,2007,2007,Gable,Good,Typical,PConc,Good,Typical,No,1528,1528,GasA,Excellent,Y,SBrkr,1528,0,1528,0,3,3,1,Good,6,Typ,1,Typical,Attchd,2,480,Typical,Typical,Paved,228,0,0,0,No_Pool,No_Fence,None,0,9,2007,New,Partial,B
100,Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,0,2117,Pave,No_Alley_Access,Regular,Lvl,AllPub,Twnhs,Two_Story,Above_Average,Average,2000,2000,Gable,Good,Typical,PConc,Good,Typical,No,378,756,GasA,Excellent,Y,SBrkr,769,804,1573,0,2,3,1,Good,5,Typ,0,No_Fireplace,Detchd,2,440,Typical,Typical,Paved,32,0,0,0,No_Pool,No_Fence,None,0,6,2010,WD ,Normal,C
846,Two_Story_1946_and_Newer,Residential_Low_Density,68,8935,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,Two_Story,Good,Average,2002,2002,Gable,Good,Typical,PConc,Good,Typical,No,831,831,GasA,Excellent,Y,SBrkr,831,829,1660,0,2,3,1,Good,7,Typ,0,No_Fireplace,Attchd,2,493,Typical,Typical,Paved,68,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,C
2466,Two_Story_1946_and_Newer,Floating_Village_Residential,65,8125,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,Two_Story,Good,Average,2006,2006,Gable,Good,Typical,PConc,Good,Good,No,770,770,GasA,Excellent,Y,SBrkr,778,798,1576,0,2,3,1,Good,6,Typ,0,No_Fireplace,Attchd,2,614,Typical,Typical,Paved,50,0,0,0,No_Pool,No_Fence,None,0,8,2006,New,Partial,C
2282,Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,0,32463,Pave,No_Alley_Access,Regular,Low,AllPub,TwoFmCon,One_Story,Below_Average,Below_Average,1961,1975,Gable,Typical,Good,CBlock,Typical,Typical,Av,90,1249,GasA,Excellent,Y,SBrkr,1622,0,1622,1,1,3,1,Typical,7,Typ,1,Typical,More_Than_Two_Types,4,1356,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,3,2007,WD ,Normal,C
2555,One_Story_1945_and_Older,Residential_Low_Density,51,5900,Pave,No_Alley_Access,Slightly_Irregular,Bnk,AllPub,OneFam,One_Story,Below_Average,Good,1923,1958,Gable,Typical,Typical,PConc,Good,Typical,No,440,440,GasA,Typical,Y,FuseA,869,0,869,0,1,2,1,Fair,4,Typ,0,No_Fireplace,No_Garage,0,0,No_Garage,No_Garage,Paved,0,0,0,0,No_Pool,No_Fence,None,0,8,2006,WD ,Normal,E
1237,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,74,8856,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Average,Below_Average,1957,1957,Gable,Typical,Typical,CBlock,Typical,Typical,No,503,1176,GasA,Typical,Y,SBrkr,1176,0,1176,1,1,3,1,Typical,6,Typ,2,Good,Attchd,1,292,Typical,Typical,Paved,88,0,95,0,No_Pool,No_Fence,None,0,5,2008,WD ,Normal,D
2668,One_Story_1946_and_Newer_All_Styles,Residential_Medium_Density,65,9750,Pave,Gravel,Regular,Lvl,AllPub,OneFam,One_Story,Average,Average,1958,1958,Hip,Typical,Typical,CBlock,Typical,Typical,No,960,960,GasA,Excellent,Y,SBrkr,960,0,960,0,1,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,2,624,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,Gar2,4500,7,2006,WD ,Normal,D
1333,Two_Story_1945_and_Older,Residential_Medium_Density,59,5870,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,Two_Story,Above_Average,Excellent,1900,2000,Gable,Typical,Good,BrkTil,Typical,Typical,No,554,554,GasA,Excellent,Y,SBrkr,736,554,1290,0,1,3,1,Typical,6,Typ,0,No_Fireplace,Detchd,1,200,Fair,Typical,Paved,112,0,0,0,No_Pool,Minimum_Privacy,Shed,400,4,2008,WD ,Normal,E
711,One_Story_1945_and_Older,Residential_Medium_Density,60,8520,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Average,Very_Good,1923,1950,Gable,Good,Typical,PConc,Fair,Typical,No,624,624,GasA,Typical,Y,SBrkr,792,0,792,0,1,2,1,Typical,5,Typ,0,No_Fireplace,Detchd,1,287,Typical,Typical,Paved,0,81,0,0,No_Pool,Good_Wood,None,0,2,2009,WD ,Normal,E
2817,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,134,17755,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Average,Below_Average,1959,1959,Gable,Typical,Typical,CBlock,Typical,Typical,No,1290,1466,GasA,Typical,Y,SBrkr,1466,0,1466,0,1,3,1,Fair,6,Typ,2,Good,Attchd,2,528,Typical,Typical,Paved,140,0,100,0,No_Pool,No_Fence,None,0,11,2006,WD ,Normal,D
310,Split_or_Multilevel,Residential_Low_Density,74,9620,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,SLvl,Above_Average,Good,1977,1977,Gable,Typical,Typical,CBlock,Typical,Typical,No,564,1243,GasA,Typical,Y,SBrkr,1285,0,1285,0,2,3,1,Good,6,Typ,1,Fair,Attchd,2,473,Typical,Typical,Paved,26,0,0,0,No_Pool,Good_Privacy,Shed,80,5,2010,WD ,Normal,C
630,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,73,8760,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Average,Good,1956,1956,Gable,Good,Typical,CBlock,Typical,Typical,No,313,1169,GasA,Typical,Y,SBrkr,1144,0,1144,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1,286,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,D
1895,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,22002,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Above_Average,Good,1959,1991,Gable,Typical,Good,CBlock,Typical,Typical,Mn,206,1592,GasA,Good,Y,SBrkr,1652,0,1652,1,1,3,1,Good,6,Typ,1,Good,Attchd,2,510,Typical,Typical,Paved,0,0,201,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,B
2920,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1894,Pave,No_Alley_Access,Regular,Lvl,AllPub,TwnhsE,Two_Story,Below_Average,Average,1970,1970,Gable,Typical,Typical,CBlock,Typical,Typical,No,294,546,GasA,Typical,Y,SBrkr,546,546,1092,0,1,3,1,Typical,6,Typ,0,No_Fireplace,CarPort,1,286,Typical,Typical,Paved,24,0,0,0,No_Pool,No_Fence,None,0,4,2006,WD ,Abnorml,E
2386,Two_Story_1946_and_Newer,Residential_Low_Density,101,14215,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,Two_Story,Very_Good,Average,2005,2006,Gable,Good,Typical,PConc,Excellent,Typical,Av,1158,1158,GasA,Excellent,Y,SBrkr,1158,1218,2376,0,3,4,1,Good,9,Typ,1,Good,BuiltIn,3,853,Typical,Typical,Paved,154,0,0,0,No_Pool,No_Fence,None,0,11,2006,New,Partial,A
1007,Two_Story_1946_and_Newer,Residential_Low_Density,0,14067,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,Two_Story,Above_Average,Average,1991,1991,Gable,Typical,Typical,PConc,Good,Typical,No,332,836,GasA,Good,Y,SBrkr,851,858,1709,1,2,3,1,Good,7,Typ,0,No_Fireplace,Attchd,2,416,Typical,Typical,Paved,40,0,0,0,No_Pool,Good_Privacy,None,0,9,2008,WD ,Normal,C
1699,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,110,14977,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,One_Story,Very_Good,Average,2006,2007,Gable,Good,Typical,PConc,Excellent,Typical,Gd,626,1976,GasA,Excellent,Y,SBrkr,1976,0,1976,1,2,2,1,Good,7,Typ,1,Excellent,Attchd,3,908,Typical,Typical,Paved,63,0,0,0,No_Pool,No_Fence,None,0,7,2007,New,Partial,A
1463,Two_Story_1946_and_Newer,Residential_Low_Density,65,8158,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,Two_Story,Good,Average,2003,2003,Gable,Good,Typical,PConc,Good,Typical,No,334,884,GasA,Excellent,Y,SBrkr,884,884,1768,1,2,3,1,Good,8,Typ,0,No_Fireplace,Attchd,2,543,Typical,Typical,Paved,63,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,B
32,One_Story_PUD_1946_and_Newer,Residential_Low_Density,53,4043,Pave,No_Alley_Access,Regular,Lvl,AllPub,TwnhsE,One_Story,Above_Average,Average,1977,1977,Gable,Typical,Typical,CBlock,Good,Typical,No,709,1069,GasA,Typical,Y,SBrkr,1069,0,1069,0,2,2,1,Typical,4,Typ,1,Fair,Attchd,2,440,Typical,Typical,Paved,55,0,165,0,No_Pool,No_Fence,None,0,7,2010,WD ,Normal,D
1381,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,57,9764,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,One_Story,Average,Good,1967,2003,Gable,Typical,Typical,CBlock,Typical,Typical,No,192,894,GasA,Excellent,Y,SBrkr,894,0,894,1,1,3,1,Good,5,Typ,0,No_Fireplace,Attchd,2,450,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,5,2008,WD ,Normal,D
1446,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,12250,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,One_Story,Average,Above_Average,1978,1978,Gable,Typical,Typical,CBlock,Good,Typical,Mn,83,864,GasA,Excellent,Y,SBrkr,1174,0,1174,1,1,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,2,528,Typical,Typical,Paved,0,280,0,0,No_Pool,No_Fence,None,0,5,2008,WD ,Normal,D
1495,Two_Story_1946_and_Newer,Residential_Low_Density,72,7200,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,Two_Story,Above_Average,Good,1976,2001,Hip,Typical,Typical,CBlock,Typical,Typical,Av,396,684,GasA,Typical,Y,SBrkr,684,714,1398,0,1,3,1,Typical,6,Typ,1,Typical,Attchd,2,440,Typical,Typical,Paved,0,0,0,0,No_Pool,Minimum_Privacy,None,0,2,2008,WD ,Normal,C
1227,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,63,7584,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Average,Average,1953,1953,Hip,Typical,Typical,CBlock,Typical,Typical,No,505,1036,GasA,Excellent,Y,SBrkr,1036,0,1036,0,1,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,1,312,Typical,Typical,Paved,24,0,0,0,No_Pool,Minimum_Privacy,None,0,6,2008,WD ,Normal,E
1930,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,11556,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Average,Excellent,1953,2006,Gable,Typical,Excellent,CBlock,Typical,Typical,No,456,864,GasA,Good,Y,SBrkr,1154,0,1154,0,1,3,1,Excellent,6,Typ,0,No_Fireplace,Detchd,1,336,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,D
2821,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,73,16133,Pave,No_Alley_Access,Regular,HLS,AllPub,OneFam,One_Story,Average,Below_Average,1969,1969,Gable,Typical,Typical,CBlock,Good,Typical,Mn,329,1176,GasA,Typical,Y,SBrkr,1176,0,1176,1,1,2,1,Typical,5,Typ,0,No_Fireplace,Attchd,1,360,Typical,Typical,Paved,92,0,112,0,No_Pool,No_Fence,None,0,12,2006,WD ,Abnorml,E
2441,Two_Story_1946_and_Newer,Residential_Low_Density,66,8738,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,Two_Story,Good,Average,1999,1999,Gable,Good,Typical,PConc,Good,Typical,No,975,975,GasA,Excellent,Y,SBrkr,1005,1286,2291,0,2,4,1,Good,8,Typ,1,Typical,BuiltIn,2,429,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,2,2006,WD ,Normal,B
1723,One_Story_PUD_1946_and_Newer,Residential_Low_Density,60,7313,Pave,No_Alley_Access,Regular,Lvl,AllPub,TwnhsE,One_Story,Excellent,Average,2005,2005,Hip,Excellent,Typical,PConc,Excellent,Typical,No,408,1561,GasA,Excellent,Y,SBrkr,1561,0,1561,1,2,2,1,Excellent,6,Typ,1,Good,Attchd,2,556,Typical,Typical,Paved,47,0,0,0,No_Pool,No_Fence,None,0,8,2007,WD ,Normal,B
214,Two_Family_conversion_All_Styles_and_Ages,Residential_High_Density,60,6048,Pave,No_Alley_Access,Regular,Lvl,AllPub,TwoFmCon,One_and_Half_Fin,Average,Good,1910,1950,Gable,Typical,Good,BrkTil,Typical,Typical,Mn,120,856,GasA,Good,Y,SBrkr,936,744,1680,1,2,2,2,Typical,7,Typ,1,Good,Detchd,2,450,Typical,Fair,Partial_Pavement,144,0,0,0,No_Pool,No_Fence,None,0,6,2010,COD,Normal,E
2828,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,24,2522,Pave,No_Alley_Access,Regular,Lvl,AllPub,Twnhs,Two_Story,Good,Average,2004,2004,Gable,Good,Typical,PConc,Good,Typical,No,970,970,GasA,Excellent,Y,SBrkr,970,739,1709,0,2,3,1,Good,7,Maj1,0,No_Fireplace,Detchd,2,380,Typical,Typical,Paved,40,0,0,0,No_Pool,No_Fence,None,0,5,2006,WD ,Normal,D
131,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,9920,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Average,Average,1954,1954,Gable,Typical,Typical,CBlock,Typical,Typical,No,412,1056,GasA,Typical,Y,SBrkr,1063,0,1063,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1,280,Typical,Typical,Paved,0,164,0,0,No_Pool,Minimum_Privacy,None,0,2,2010,WD ,Normal,D
1217,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,12493,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,One_Story,Below_Average,Average,1960,1960,Gable,Typical,Typical,PConc,Typical,Typical,No,375,1100,GasA,Typical,Y,SBrkr,1100,0,1100,1,1,3,1,Typical,6,Typ,1,Poor,Attchd,1,312,Typical,Typical,Paved,0,0,0,0,No_Pool,Good_Wood,None,0,4,2008,WD ,Normal,D
2680,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,52,6240,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_and_Half_Fin,Average,Above_Average,1928,1950,Gable,Typical,Typical,BrkTil,Typical,Typical,No,1042,1042,GasA,Excellent,Y,SBrkr,1042,534,1576,0,1,3,1,Typical,8,Typ,1,Good,Detchd,1,225,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,8,2006,WD ,Family,D
2293,Split_or_Multilevel,Residential_Low_Density,0,15957,Pave,No_Alley_Access,Slightly_Irregular,Low,AllPub,OneFam,SLvl,Above_Average,Above_Average,1977,1977,Gable,Typical,Typical,PConc,Good,Typical,Gd,96,1244,GasA,Typical,Y,SBrkr,1356,0,1356,2,2,3,1,Typical,6,Typ,1,Typical,Attchd,2,528,Typical,Typical,Paved,0,0,0,0,No_Pool,Minimum_Privacy,None,0,9,2007,WD ,Normal,C
528,One_Story_1946_and_Newer_All_Styles,Floating_Village_Residential,85,10625,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Good,Average,2006,2007,Gable,Good,Typical,PConc,Good,Typical,No,222,1652,GasA,Excellent,Y,SBrkr,1662,0,1662,1,2,3,1,Excellent,8,Typ,1,Good,Attchd,3,711,Typical,Typical,Paved,120,0,0,0,No_Pool,No_Fence,None,0,3,2009,WD ,Normal,A
2206,One_Story_1945_and_Older,Residential_Low_Density,40,4280,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Average,Above_Average,1913,2002,Gable,Typical,Typical,PConc,Typical,Typical,No,75,440,GasA,Typical,N,SBrkr,694,0,694,0,1,2,1,Good,4,Typ,1,Good,Detchd,1,352,Good,Typical,Partial_Pavement,0,34,0,0,No_Pool,Minimum_Privacy,None,0,3,2007,WD ,Normal,E
1756,Split_or_Multilevel,Residential_Low_Density,76,9967,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,OneFam,SLvl,Good,Average,2000,2000,Gable,Typical,Typical,PConc,Good,Typical,No,384,384,GasA,Excellent,Y,SBrkr,774,656,1430,0,2,3,1,Typical,8,Typ,1,Typical,BuiltIn,2,400,Typical,Typical,Paved,0,0,0,0,No_Pool,No_Fence,None,0,12,2007,WD ,Normal,C
1551,One_Story_1945_and_Older,Residential_Medium_Density,60,7392,Pave,No_Alley_Access,Regular,Lvl,AllPub,OneFam,One_Story,Average,Good,1930,1995,Gable,Typical,Typical,BrkTil,Typical,Typical,No,520,520,GasA,Typical,Y,FuseA,912,0,912,0,1,2,1,Typical,5,Typ,0,No_Fireplace,Detchd,1,360,Typical,Typical,Paved,90,0,0,0,No_Pool,No_Fence,None,0,5,2008,WD ,Normal,E
